sentiment,ID,Time,none,username,Text,text_clean,text_normalized,text_lemma,text_nouns,text_adjectives,text_verbs,text_nav,no_tokens
0,2328822244,Thu Jun 25 10:01:47 PDT 2009,NO_QUERY,MimFox,"@MissKellyO oh no, just read it on bbc breaking news. Waay to young ","@MissKellyO oh no, just read it on bbc breaking news. Waay to young ",misskellyo oh read bbc breaking news . waay young,misskellyo oh read bbc breaking news . waay young,misskellyo bbc breaking news waay young,,read,misskellyo bbc breaking news waay young read,9.0
0,2328822253,Thu Jun 25 10:01:47 PDT 2009,NO_QUERY,Hitomers,@officialmgnfox ,@officialmgnfox ,officialmgnfox,officialmgnfox,officialmgnfox,,,officialmgnfox,1.0
0,2328822312,Thu Jun 25 10:01:48 PDT 2009,NO_QUERY,Tamori_80,@Ecgric It is sad... she battled colon cancer for 2+ years ,@Ecgric It is sad... she battled colon cancer for + years ,ecgric sad .. battled colon cancer + years,ecgric sad .. battle colon cancer + year,ecgric colon cancer year,sad,battle,ecgric colon cancer year sad battle,8.0
0,2328822555,Thu Jun 25 10:01:49 PDT 2009,NO_QUERY,scorprincs,rest in peace Farrah Fawcett ,rest in peace Farrah Fawcett ,rest peace farrah fawcett,rest peace farrah fawcett,peace farrah fawcett,,rest,peace farrah fawcett rest,4.0
0,2328822630,Thu Jun 25 10:01:49 PDT 2009,NO_QUERY,RochelleReyes,Just made a small scratch on my iPhone  .. Bumped it against the tp holder. Public stalls are way too small! TT__TT,Just made a small scratch on my iPhone  .. Bumped it against the tp holder. Public stalls are way too small! TT TT,made small scratch iphone bumped tp holder . public stalls way small ! tt tt,make small scratch iphone bump tp holder . public stall way small ! tt tt,scratch iphone tp holder public tt tt,small small,make bump stall,scratch iphone tp holder public tt tt small small make bump stall,15.0
0,2328822641,Thu Jun 25 10:01:49 PDT 2009,NO_QUERY,suicidekitty911,"Rest in peace, farrah fawcet ","Rest in peace, farrah fawcet ",rest peace farrah fawcet,rest peace farrah fawcet,peace farrah fawcet,,rest,peace farrah fawcet rest,4.0
0,2328822831,Thu Jun 25 10:01:50 PDT 2009,NO_QUERY,teresadefeo,rest in peace farrah fawcett. how sad. ,rest in peace farrah fawcett. how sad. ,rest peace farrah fawcett sad,rest peace farrah fawcett sad,peace farrah fawcett,sad,rest,peace farrah fawcett sad rest,5.0
0,2328822954,Thu Jun 25 10:01:50 PDT 2009,NO_QUERY,RRB_1311,@milkbone19 I know girl. So sad   http://myloc.me/5CGf,@milkbone I know girl. So sad   ,milkbone know girl sad,milkbone know girl sad,milkbone girl,sad,know,milkbone girl sad know,4.0
0,2328822984,Thu Jun 25 10:01:50 PDT 2009,NO_QUERY,danger_skies,WHY is the picture Gi tweeted of Marvin not showing up?  I wanted to save it.,WHY is the picture Gi tweeted of Marvin not showing up?  I wanted to save it.,picture gi tweeted marvin showing wanted save,picture gi tweet marvin showing want save,picture gi marvin showing,,tweet want,picture gi marvin showing tweet want,7.0
0,2328823074,Thu Jun 25 10:01:51 PDT 2009,NO_QUERY,RoxanneKitty,wishes Momma wasn't suffering at work ,wishes Momma wasn't suffering at work ,wishes momma wasnt suffering work,wishes momma be not suffer work,wishes momma work,,suffer,wishes momma work suffer,6.0
0,2328823187,Thu Jun 25 10:01:51 PDT 2009,NO_QUERY,wickedjaci,4 hours of sleep? I'll take it.   RIP Farrah , hours of sleep? I'll take it.   RIP Farrah ,hours sleep ill take . rip farrah,hour sleep ill take . rip farrah,hour take farrah,ill,sleep rip,hour take farrah ill sleep rip,7.0
0,2328823234,Thu Jun 25 10:01:51 PDT 2009,NO_QUERY,Miikell,Farrah Fawcett is now God's Angel ,Farrah Fawcett is now God's Angel ,farrah fawcett gods angel,farrah fawcett gods angel,farrah fawcett gods angel,,,farrah fawcett gods angel,4.0
0,2328823316,Thu Jun 25 10:01:52 PDT 2009,NO_QUERY,TerrellSDesigns,I wish people would learn to flush the toilet in public places ,I wish people would learn to flush the toilet in public places ,wish people would learn flush toilet public places,wish people would learn flush toilet public place,people toilet place,wish flush public,would learn,people toilet place wish flush public would learn,8.0
0,2328823358,Thu Jun 25 10:01:52 PDT 2009,NO_QUERY,Crash_Enburn,Farrah Fawcett died this morning.  ,Farrah Fawcett died this morning.  ,farrah fawcett died morning,farrah fawcett die morning,farrah fawcett morning,,die,farrah fawcett morning die,4.0
0,2328823659,Thu Jun 25 10:01:53 PDT 2009,NO_QUERY,KoCole0529,Farrah Fawcett....certainly a soldier that can finally now rest.  Sad to see her go ,Farrah Fawcett....certainly a soldier that can finally now rest.  Sad to see her go ,farrah fawcett .. certainly soldier finally rest . sad see go,farrah fawcett .. certainly soldier finally rest . sad see go,farrah fawcett soldier,sad,rest see go,farrah fawcett soldier sad rest see go,11.0
0,2328823733,Thu Jun 25 10:01:53 PDT 2009,NO_QUERY,Jezzy14,@RiskyBusinessMB i want to meet you!!!  please please please come to the uk  xxx,@RiskyBusinessMB i want to meet you!!!  please please please come to the uk  xxx,riskybusinessmb want meet !! please please please come uk xxx,riskybusinessmb want meet ! ! please please please come uk xxx,riskybusinessmb want meet uk xxx,,come,riskybusinessmb want meet uk xxx come,11.0
0,2328823738,Thu Jun 25 10:01:53 PDT 2009,NO_QUERY,langille,"@missdra Yes, they probably do, but I'm just that pumped about wanting a chicken baconator and technically they don't exist ","@missdra Yes, they probably do, but I'm just that pumped about wanting a chicken baconator and technically they don't exist ","missdra yes probably , ' pumped wanting chicken baconator technically ' exist","missdra yes probably , ' pump want chicken baconator technically ' exist",missdra chicken baconator,,pump want exist,missdra chicken baconator pump want exist,12.0
0,2328823760,Thu Jun 25 10:01:53 PDT 2009,NO_QUERY,valkyrie_lisa,@DarthSarah Poor Ryan O'Neal.  He's got to be heart broken.  ,@DarthSarah Poor Ryan O'Neal.  He's got to be heart broken.  ,darthsarah poor ryan oneal . ' got heart broken .,darthsarah poor ryan oneal . ' get heart break .,darthsarah ryan oneal heart,poor,get break,darthsarah ryan oneal heart poor get break,10.0
0,2328824250,Thu Jun 25 10:01:55 PDT 2009,NO_QUERY,cavsfanatic,I am not looking forward to telling my mom  She loved Farrah as much as she loved Bea (and I feel the same as well).,I am not looking forward to telling my mom  She loved Farrah as much as she loved Bea (and I feel the same as well).,looking forward telling mom loved farrah much loved bea feel well .,look forward tell mom love farrah much love bea feel well .,mom farrah bea,,look tell love love feel,mom farrah bea look tell love love feel,12.0
0,2328824489,Thu Jun 25 10:01:56 PDT 2009,NO_QUERY,skellymusic,RIP Farrah Fawcett  She was only 62. And still beautiful. Sad week for celebs.,RIP Farrah Fawcett  She was only . And still beautiful. Sad week for celebs.,rip farrah fawcett still beautiful sad week celebs .,rip farrah fawcett still beautiful sad week celebs .,farrah fawcett week celebs,beautiful sad,rip,farrah fawcett week celebs beautiful sad rip,9.0
0,2328824626,Thu Jun 25 10:01:57 PDT 2009,NO_QUERY,JNel79,Ok so I woke up late and I am now starting to drink the oral solution ,Ok so I woke up late and I am now starting to drink the oral solution ,ok woke late starting drink oral solution,ok woke late start drink oral solution,woke solution,oral,start drink,woke solution oral start drink,7.0
0,2328824687,Thu Jun 25 10:01:57 PDT 2009,NO_QUERY,TisMrPate,torres on the cover of the new Pro Evo.... poor..... very poor  FIFA ftw,torres on the cover of the new Pro Evo.... poor..... very poor  FIFA ftw,torres cover new pro evo .. poor ..... poor fifa ftw,torre cover new pro evo .. poor ..... poor fifa ftw,torre evo ftw,new pro poor poor fifa,cover,torre evo ftw new pro poor poor fifa cover,11.0
0,2328824725,Thu Jun 25 10:01:57 PDT 2009,NO_QUERY,t3hm3llzorsx,Farah faucet  rest in peace 62509,Farah faucet  rest in peace ,farah faucet rest peace,farah faucet rest peace,farah faucet rest peace,,,farah faucet rest peace,4.0
0,2328824728,Thu Jun 25 10:01:57 PDT 2009,NO_QUERY,TAYLORRRRRR,letti threw my contacts out ,letti threw my contacts out ,letti threw contacts,letti throw contact,letti contact,,throw,letti contact throw,3.0
0,2328824776,Thu Jun 25 10:01:57 PDT 2009,NO_QUERY,barkatthemoon,"I just saw a pigeon get clipped by a car. Poor thing flew away, but there were feathers everywhere. ","I just saw a pigeon get clipped by a car. Poor thing flew away, but there were feathers everywhere. ",saw pigeon get clipped car poor thing flew away feathers everywhere .,saw pigeon get clip car poor thing fly away feather everywhere .,saw pigeon car thing feather,poor,clip fly,saw pigeon car thing feather poor clip fly,12.0
0,2328825202,Thu Jun 25 10:01:59 PDT 2009,NO_QUERY,pronouncedyou,aww @sharifedak we're not close anymore ,aww @sharifedak we're not close anymore ,aww sharifedak close anymore,aww sharifedak close anymore,aww sharifedak,,,aww sharifedak,4.0
0,2328825652,Thu Jun 25 10:02:01 PDT 2009,NO_QUERY,alyssareyes,I don't have an appetite and I'm at a buffet  this saddens me,I don't have an appetite and I'm at a buffet  this saddens me,dont appetite im buffet saddens,do not appetite -PRON- be buffet sadden,buffet,,appetite be sadden,buffet appetite be sadden,7.0
0,2328825668,Thu Jun 25 10:02:01 PDT 2009,NO_QUERY,strawberrybalu,R.I.P Farrah Fawcett ... Mankind lost one of its bravest angels. ,R.I.P Farrah Fawcett ... Mankind lost one of its bravest angels. ,rip farrah fawcett ... mankind lost one bravest angels .,rip farrah fawcett ... mankind lose one brave angel .,farrah fawcett mankind angel,brave,rip lose,farrah fawcett mankind angel brave rip lose,10.0
0,2328825758,Thu Jun 25 10:02:01 PDT 2009,NO_QUERY,itsnotsoizzy,Omg Farrah fawcet passed away today. I hate when anyone passes it's soo sad. God bless her family and may she RIP ,Omg Farrah fawcet passed away today. I hate when anyone passes it's soo sad. God bless her family and may she RIP ,omg farrah fawcet passed away today hate anyone passes soo sad . god bless family may rip,omg farrah fawcet pass away today hate anyone pass soo sad . god bless family may rip,farrah fawcet today soo god family,sad,omg pass hate pass bless may rip,farrah fawcet today soo god family sad omg pass hate pass bless may rip,17.0
0,2328825869,Thu Jun 25 10:02:02 PDT 2009,NO_QUERY,percipere,@rememberthedays no performance are you seeeerious ,@rememberthedays no performance are you seeeerious ,rememberthedays performance seeeerious,rememberthedays performance seeeerious,rememberthedays performance,seeeerious,,rememberthedays performance seeeerious,3.0
0,2328825890,Thu Jun 25 10:02:02 PDT 2009,NO_QUERY,spokesnwheels,#Farrah Fawcett has passed away.  http://www.cnn.com/2009/SHOWBIZ/TV/06/25/obit.fawcett/index.html,#Farrah Fawcett has passed away.  ,farrah fawcett passed away,farrah fawcett pass away,farrah fawcett,,pass,farrah fawcett pass,4.0
0,2328826018,Thu Jun 25 10:02:02 PDT 2009,NO_QUERY,djRimzi,I am so very saddened... I have always adore her.   Farrah Fawcett R.I.P.     *sigh*,I am so very saddened... I have always adore her.   Farrah Fawcett R.I.P.     *sigh*,saddened . always adore . farrah fawcett r . . p . * sigh *,sadden . always adore . farrah fawcett r . . p . * sigh *,farrah fawcett r sigh,,sadden adore,farrah fawcett r sigh sadden adore,15.0
0,2328826063,Thu Jun 25 10:02:03 PDT 2009,NO_QUERY,zaustrew,"@dangwhat I'm in plano (190 &amp; midway) far from uptown, trust me ","@dangwhat I'm in plano ( & midway) far from uptown, trust me ","dangwhat im plano ( & midway ) far uptown , trust","dangwhat -PRON- be plano ( & midway ) far uptown , trust",dangwhat plano midway uptown trust,,be,dangwhat plano midway uptown trust be,12.0
0,2328826334,Thu Jun 25 10:02:04 PDT 2009,NO_QUERY,godfree, RIP Farrah Fawcett just heard the news..., RIP Farrah Fawcett just heard the news...,rip farrah fawcett heard news .,rip farrah fawcett hear news .,farrah fawcett news,,rip hear,farrah fawcett news rip hear,6.0
0,2328826482,Thu Jun 25 10:02:04 PDT 2009,NO_QUERY,mellokat,RIP Farrah Fawcett ... thoughts and prayers for her family and friends ,RIP Farrah Fawcett ... thoughts and prayers for her family and friends ,rip farrah fawcett . thoughts prayers family friends,rip farrah fawcett . thought prayer family friend,farrah fawcett thought prayer family friend,,rip,farrah fawcett thought prayer family friend rip,8.0
0,2328826485,Thu Jun 25 10:02:04 PDT 2009,NO_QUERY,Ash_ums,awww RIP Farrah Fawcett  bummer @takianballard I didn't know til I saw your post,awww RIP Farrah Fawcett  bummer @takianballard I didn't know til I saw your post,awww rip farrah fawcett bummer takianballard didnt know til saw post,awww rip farrah fawcett bummer takianballard do not know til see post,awww farrah fawcett bummer takianballard til post,,rip know see,awww farrah fawcett bummer takianballard til post rip know see,12.0
0,2328826718,Thu Jun 25 10:02:05 PDT 2009,NO_QUERY,Kidd_Ayrab3000,"Sounds tastey! We woulda been shooting Saturday babe, but I gotta get them funds up...    maybe next month@BarbieBibiana","Sounds tastey! We woulda been shooting Saturday babe, but I gotta get them funds up...    maybe next month@BarbieBibiana",sounds tastey woulda shooting saturday babe gotta get funds ... maybe next month @ barbiebibiana,sound tastey woulda shoot saturday babe get to get fund ... maybe next month @ barbiebibiana,tastey woulda saturday babe fund month barbiebibiana,next,sound shoot get,tastey woulda saturday babe fund month barbiebibiana next sound shoot get,16.0
0,2328826973,Thu Jun 25 10:02:06 PDT 2009,NO_QUERY,email2clint,Just heard Farrah Fawcett passed away  RIP Farrah!!!,Just heard Farrah Fawcett passed away  RIP Farrah!!!,heard farrah fawcett passed away rip farrah !,hear farrah fawcett pass away rip farrah !,farrah fawcett,,hear pass rip,farrah fawcett hear pass rip,8.0
0,2328827210,Thu Jun 25 10:02:07 PDT 2009,NO_QUERY,maddigansthad,Watching king kong alone because steve doesn't like it ,Watching king kong alone because steve doesn't like it ,watching king kong alone steve doesnt like,watch king kong alone steve do not like,king kong steve,,watch like,king kong steve watch like,8.0
0,2328827387,Thu Jun 25 10:02:07 PDT 2009,NO_QUERY,slghtrhouse5,OMG FARRAH FAWCETT DIED. She was my hair idol...  rest in peace.,OMG FARRAH FAWCETT DIED. She was my hair idol...  rest in peace.,omg farrah fawcett died hair idol .. rest peace .,omg farrah fawcett die hair idol .. rest peace .,omg farrah fawcett hair idol rest peace,,die,omg farrah fawcett hair idol rest peace die,10.0
0,2328827928,Thu Jun 25 10:02:10 PDT 2009,NO_QUERY,atinnel,I've never been so sad to leave work! I won't see my boss for a month and a half!!!!! ,I've never been so sad to leave work! I won't see my boss for a month and a half!!!!! ,ive never sad leave work ' see boss month half !!!!!,-PRON- have never sad leave work ' see boss month half ! ! ! ! !,leave work boss month half,sad,have see,leave work boss month half sad have see,16.0
0,2328827970,Thu Jun 25 10:02:10 PDT 2009,NO_QUERY,surfingtrucker,Farrah Fawcett has passed away after losing her battle with cancer.  - http://bkite.com/08Tv6,Farrah Fawcett has passed away after losing her battle with cancer.  - ,farrah fawcett passed away losing battle cancer,farrah fawcett pass away lose battle cancer,farrah fawcett battle cancer,,pass lose,farrah fawcett battle cancer pass lose,7.0
0,2328828318,Thu Jun 25 10:02:11 PDT 2009,NO_QUERY,ryanr09,@jonesin4cali nope...that why I said I &quot;wish&quot;. Picadilly was bulldozed (a house built in 1917) the Summer of 2007 if I'm not mistaken. ,@jonesincali nope...that why I said I &quot;wish&quot;. Picadilly was bulldozed (a house built in ) the Summer of  if I'm not mistaken. ,jonesincali nope .. said & quot ; wish & quot ;. picadilly bulldozed ( house built ) summer ' mistaken .,jonesincali nope .. say & quot ; wish & quot ; . picadilly bulldoze ( house build ) summer ' mistaken .,jonesincali nope quot wish quot house summer mistaken,,say bulldoze build,jonesincali nope quot wish quot house summer mistaken say bulldoze build,22.0
0,2328828468,Thu Jun 25 10:02:12 PDT 2009,NO_QUERY,sweetrockchic,"OMG cannot believe farrah fawcetts passed on , R.I.P        ","OMG cannot believe farrah fawcetts passed on , R.I.P        ",omg cannot believe farrah fawcetts passed ri . p,omg can not believe farrah fawcetts pass ri . p,omg farrah fawcetts ri,,can believe pass,omg farrah fawcetts ri can believe pass,10.0
0,2328828750,Thu Jun 25 10:02:13 PDT 2009,NO_QUERY,luciusmalfoy,"GUYS, farrah fawcett, ed mcmahon, and david carradine died within the same month.  this is making me emo right now.","GUYS, farrah fawcett, ed mcmahon, and david carradine died within the same month.  this is making me emo right now.","guys farrah fawcett ed mcmahon , david carradine died within month . making emo right .","guy farrah fawcett ed mcmahon , david carradine die within month . make emo right .",guy farrah fawcett ed mcmahon david carradine month emo,,die make,guy farrah fawcett ed mcmahon david carradine month emo die make,16.0
0,2328828783,Thu Jun 25 10:02:13 PDT 2009,NO_QUERY,NathalieCaron,@Rikku819 Fuccccccckkkkkk!!! That is so sad ,@Rikku Fuccccccckkkkkk!!! That is so sad ,rikku fuccccccckkkkkk !! sad,rikku fuccccccckkkkkk ! ! sad,rikku fuccccccckkkkkk,sad,,rikku fuccccccckkkkkk sad,5.0
0,2328828799,Thu Jun 25 10:02:13 PDT 2009,NO_QUERY,McPamy,@HartHanson Please send my condolences to Ryan O'Neal. ,@HartHanson Please send my condolences to Ryan O'Neal. ,harthanson please send condolences ryan oneal .,harthanson please send condolence ryan oneal .,harthanson condolence,,send,harthanson condolence send,7.0
0,2328828896,Thu Jun 25 10:02:13 PDT 2009,NO_QUERY,emlynb,"@ziggysego Yeah, I spent many a teenage night wishing I'd been born 40 years earlier. ","@ziggysego Yeah, I spent many a teenage night wishing I'd been born  years earlier. ",ziggysego yeah spent many teenage night wishing ' born years earlier .,ziggysego yeah spend many teenage night wish ' bear year earlier .,ziggysego night year,many teenage,spend wish bear,ziggysego night year many teenage spend wish bear,12.0
0,2328829277,Thu Jun 25 10:02:15 PDT 2009,NO_QUERY,melissa___,It's soooo hot. I don't deal with heat well. ,It's soooo hot. I don't deal with heat well. ,soooo hot ' deal heat well .,soooo hot ' deal heat well .,soooo hot deal heat,,,soooo hot deal heat,7.0
0,2328829361,Thu Jun 25 10:02:15 PDT 2009,NO_QUERY,sholt03,Just realized we missed our chiropractor appointment this morning.  Now to reschedule...,Just realized we missed our chiropractor appointment this morning.  Now to reschedule...,realized missed chiropractor appointment morning reschedule ..,realize miss chiropractor appointment morning reschedule ..,chiropractor appointment morning reschedule,,realize miss,chiropractor appointment morning reschedule realize miss,7.0
0,2328829568,Thu Jun 25 10:02:16 PDT 2009,NO_QUERY,eastender42,So long Farrah ,So long Farrah ,long farrah,long farrah,long farrah,,,long farrah,2.0
0,2328829629,Thu Jun 25 10:02:16 PDT 2009,NO_QUERY,Jeremy_Feist,"@Fisher6225 I know, this really sucks ","@Fisher I know, this really sucks ",fisher know really sucks,fisher know really suck,fisher,,know suck,fisher know suck,4.0
0,2328848622,Thu Jun 25 10:03:33 PDT 2009,NO_QUERY,MSBUNIQUE,@indiAAli No mam I wish!!! I am in Tuscaloosa  what about you?,@indiAAli No mam I wish!!! I am in Tuscaloosa  what about you?,indiaali mam wish !! tuscaloosa ?,indiaali mam wish ! ! tuscaloosa ?,indiaali mam wish tuscaloosa,,,indiaali mam wish tuscaloosa,7.0
0,2328848938,Thu Jun 25 10:03:34 PDT 2009,NO_QUERY,TheCosmonaut,Microsoft just doesn't get it  Check out their feeble justifications for using Word to render emails:  http://ow.ly/fQhU,Microsoft just doesn't get it  Check out their feeble justifications for using Word to render emails:  ,microsoft doesnt get check feeble justifications using word render emails,microsoft do not get check feeble justification use word render email,microsoft justification word render email,feeble,check use,microsoft justification word render email feeble check use,11.0
