sentiment,ID,Time,none,username,Text,text_clean,text_normalized,text_lemma,text_nouns,text_adjectives,text_verbs,text_nav,no_tokens
0,2328581340,Thu Jun 25 09:45:14 PDT 2009,NO_QUERY,cgeswein,"After a musical dry spell, I've been offered 2 gigs in the last 15 minutes.  Of course, I will be out of town so I can't take either.  ","After a musical dry spell, I've been offered  gigs in the last  minutes.  Of course, I will be out of town so I can't take either.  ","musical dry spell ive offered gigs last minutes . course , town ' take either .","musical dry spell -PRON- have offer gig last minute . course , town ' take either .",musical spell gig minute town,dry last,have offer take,musical spell gig minute town dry last have offer take,17.0
0,2328582339,Thu Jun 25 09:45:18 PDT 2009,NO_QUERY,Ysiebell,Good Morning!!! I have a friend (Not really a friend) coming over today. ,Good Morning!!! I have a friend (Not really a friend) coming over today. ,good morning ! friend ( really friend ) coming today .,good morning ! friend ( really friend ) come today .,morning friend friend today,good,come,morning friend friend today good come,11.0
0,2328582370,Thu Jun 25 09:45:18 PDT 2009,NO_QUERY,drsomeone,"locked out of lab again, what are the odds ","locked out of lab again, what are the odds ",locked lab odds,lock lab odd,lab odd,,lock,lab odd lock,3.0
0,2328582443,Thu Jun 25 09:45:19 PDT 2009,NO_QUERY,CraftyChica,Just  heard the sad news. RIP Farrah   Sending lots of blessings her way...,Just  heard the sad news. RIP Farrah   Sending lots of blessings her way...,heard sad news rip farrah sending lots blessings way ..,hear sad news rip farrah send lot blessing way ..,news farrah lot blessing,sad,hear rip send,news farrah lot blessing sad hear rip send,10.0
0,2328582706,Thu Jun 25 09:45:20 PDT 2009,NO_QUERY,Juergen1983,General TV Media Analyses... who has informations ,General TV Media Analyses... who has informations ,general tv media analyses . informations,general tv medium analysis . information,general tv medium analysis information,,,general tv medium analysis information,6.0
0,2328583018,Thu Jun 25 09:45:21 PDT 2009,NO_QUERY,jenicoe2001,@writingdivas I agree... , I agree... ,agree .,agree .,,,agree,agree,2.0
0,2328583120,Thu Jun 25 09:45:21 PDT 2009,NO_QUERY,georgiamae31,"@EllaCinderella I have no idea what those colours are, I have hardly any MAC  boo. Doing anything this eve? x"," I have no idea what those colours are, I have hardly any MAC  boo. Doing anything this eve? x",idea colours hardly mac boo anything eve ? x,idea colour hardly mac boo anything eve ? x,idea colour mac boo anything eve,,,idea colour mac boo anything eve,9.0
0,2328583218,Thu Jun 25 09:45:22 PDT 2009,NO_QUERY,thund3rbox,"Deeply saddened to hear of the passing of Pat Brady, drummer from Moving Targets.  Great band, great drummer.  Rest in peace. ","Deeply saddened to hear of the passing of Pat Brady, drummer from Moving Targets.  Great band, great drummer.  Rest in peace. ","deeply saddened hear passing pat brady drummer moving targets great band , great drummer . rest peace .","deeply sadden hear pass pat brady drummer move target great band , great drummer . rest peace .",pat brady drummer target band drummer peace,great great,sadden hear pass move rest,pat brady drummer target band drummer peace great great sadden hear pass move rest,18.0
0,2328583461,Thu Jun 25 09:45:23 PDT 2009,NO_QUERY,Gareth1967,well still here and not getting out until at least 2moro? ,well still here and not getting out until at least moro? ,well still getting least moro,well still get least moro,moro,least,get,moro least get,5.0
0,2328583661,Thu Jun 25 09:45:24 PDT 2009,NO_QUERY,shawnrhill,BULLETIN -- ACTRESS FARRAH FAUCETT HAS DIED. (via @BreakingNews)  RIP Farrah,BULLETIN -- ACTRESS FARRAH FAUCETT HAS DIED. (via   RIP Farrah,bulletin actress farrah faucett died . ( via rip farrah,bulletin actress farrah faucett die . ( via rip farrah,bulletin actress farrah faucett rip,,die,bulletin actress farrah faucett rip die,10.0
0,2328583860,Thu Jun 25 09:45:25 PDT 2009,NO_QUERY,MamaAsh,Guess no CI today.  boss man shut the shop down early. . . drats. . . try again tomorrow.,Guess no CI today.  boss man shut the shop down early. . . drats. . . try again tomorrow.,guess ci today boss man shut shop early . . drats . . . try tomorrow .,guess ci today boss man shut shop early . . drat . . . try tomorrow .,guess ci today boss man shop drat tomorrow,,shut try,guess ci today boss man shop drat tomorrow shut try,17.0
0,2328583915,Thu Jun 25 09:45:25 PDT 2009,NO_QUERY,sarahneeb,@lexiestevens i waanted to go swimming know its cold , i waanted to go swimming know its cold ,waanted go swimming know cold,waante go swim know cold,,cold,waante go swim know,cold waante go swim know,5.0
0,2328584257,Thu Jun 25 09:45:26 PDT 2009,NO_QUERY,Munchkin_Pekoe,@Samthepoodle We get low carb stuff too.  One of our humans has diabetes , We get low carb stuff too.  One of our humans has diabetes ,get low carb stuff one humans diabetes,get low carb stuff one human diabete,carb stuff human,low,diabete,carb stuff human low diabete,7.0
0,2328584537,Thu Jun 25 09:45:27 PDT 2009,NO_QUERY,SnoozySu,Thought about straightening my hair but I'd be wasting my time. All this moisture is just gonna curl it again once I take the iron off. ,Thought about straightening my hair but I'd be wasting my time. All this moisture is just gonna curl it again once I take the iron off. ,thought straightening hair id wasting time moisture gonna curl take iron .,think straightening hair -PRON- would waste time moisture go to curl take iron .,straightening hair time moisture iron,,think would waste go curl take,straightening hair time moisture iron think would waste go curl take,14.0
0,2328584721,Thu Jun 25 09:45:28 PDT 2009,NO_QUERY,tigscreations,"I am seriously considering curling up under the duvet for a while  I hate being ill, I need to work! ","I am seriously considering curling up under the duvet for a while  I hate being ill, I need to work! ",seriously considering curling duvet hate ill need work,seriously consider curl duvet hate ill need work,duvet need work,ill,consider curl hate,duvet need work ill consider curl hate,8.0
0,2328584859,Thu Jun 25 09:45:29 PDT 2009,NO_QUERY,haileydawnn,"Sittin in bed, watchin tv. i need to go to walmart!! its gunna be a boring day ","Sittin in bed, watchin tv. i need to go to walmart!! its gunna be a boring day ",sittin bed watchin tv need go walmart !! gunna boring day,sittin bed watchin tv nee go walmart ! ! gunna boring day,sittin bed watchin tv walmart gunna boring day,,nee go,sittin bed watchin tv walmart gunna boring day nee go,12.0
0,2328585040,Thu Jun 25 09:45:29 PDT 2009,NO_QUERY,ASerrate,Farah Fawcett has died reports CNN ,Farah Fawcett has died reports CNN ,farah fawcett died reports cnn,farah fawcett die report cnn,farah fawcett report cnn,,die,farah fawcett report cnn die,5.0
0,2328585175,Thu Jun 25 09:45:30 PDT 2009,NO_QUERY,LadyKatyara,@MacRican Nothing octane raiser &amp; 93 gas wouldnât fix! I have to do mine too &amp; sheâs got cracks in the muffler  You guys coming tonight?, Nothing octane raiser &  gas wouldnât fix! I have to do mine too & sheâs got cracks in the muffler  You guys coming tonight?,nothing octane raiser gas  fix ! mine & sheâ  got cracks muffler guys coming tonight ?,nothing octane raiser gas  fix ! mine & sheâ  get crack muffler guy come tonight ?,octane raiser gas  fix mine sheâ  crack muffler guy tonight,,get come,octane raiser gas  fix mine sheâ  crack muffler guy tonight get come,18.0
0,2328585385,Thu Jun 25 09:45:31 PDT 2009,NO_QUERY,wtfmiguel,@JenSOyoung Cus its new! , Cus its new! ,cus new,cus new,cus new,,,cus new,2.0
0,2328603494,Thu Jun 25 09:46:47 PDT 2009,NO_QUERY,divaglam33,@ItsJayRabBaby Oh no!!  RIP, Oh no!!  RIP,oh rip,oh rip,,,,,2.0
0,2328603658,Thu Jun 25 09:46:48 PDT 2009,NO_QUERY,Steph0456,Farrah Fawcet dies of cancer at 62. ,Farrah Fawcet dies of cancer at . ,farrah fawcet dies cancer,farrah fawcet die cancer,farrah fawcet cancer,,die,farrah fawcet cancer die,4.0
0,2328603906,Thu Jun 25 09:46:49 PDT 2009,NO_QUERY,Rokkster,I've got two 24&quot; Mac monitors on my desk - but I've been getting neck ache  So I've hidden half of one behind the other - so decadent!!,I've got two &quot; Mac monitors on my desk - but I've been getting neck ache  So I've hidden half of one behind the other - so decadent!!,ive got two quot ; mac monitors desk - ' getting neck ache ' hidden half one behind - decadent !!,-PRON- have get two quot ; mac monitor desk - ' get neck ache ' hide half one behind - decadent ! !,quot mac desk neck ache half decadent,,have get monitor get hide,quot mac desk neck ache half decadent have get monitor get hide,23.0
0,2328603927,Thu Jun 25 09:46:49 PDT 2009,NO_QUERY,Megryansmom,Yup hubz just heard on the news ,Yup hubz just heard on the news ,yup hubz heard news,yup hubz hear news,yup hubz news,,hear,yup hubz news hear,4.0
0,2328604166,Thu Jun 25 09:46:50 PDT 2009,NO_QUERY,retarded_a_i,"I'm... not liking this. Guys, I just forgave you on the rules changes... wth? No Wrath? No good counters... ? I hate playing creatures. ","I'm... not liking this. Guys, I just forgave you on the rules changes... wth? No Wrath? No good counters... ? I hate playing creatures. ","im .. liking . guys , forgave rules changes ... wth ? wrath ? good counters ... ? hate playing creatures .","-PRON- be .. liking . guy , forgave rule change ... wth ? wrath ? good counter ... ? hate play creature .",.. liking guy rule change wth wrath counter creature,good,be forgave hate play,.. liking guy rule change wth wrath counter creature good be forgave hate play,23.0
0,2328604910,Thu Jun 25 09:46:53 PDT 2009,NO_QUERY,MichelleBlakey,Farrah Fawcett has passed from cancer.. my heart breaks  this has been a long hard battle for her RIP,Farrah Fawcett has passed from cancer.. my heart breaks  this has been a long hard battle for her RIP,farrah fawcett passed cancer heart breaks long hard battle rip,farrah fawcett pass cancer heart break long hard battle rip,farrah fawcett cancer heart battle rip,long hard,pass break,farrah fawcett cancer heart battle rip long hard pass break,10.0
0,2328604944,Thu Jun 25 09:46:53 PDT 2009,NO_QUERY,joesus,Charlie's Angel star Farrah Fawcett passed away.  One of the prettiest blondes I've ever landed my eyes on. RIP. JOEsus loves you.,Charlie's Angel star Farrah Fawcett passed away.  One of the prettiest blondes I've ever landed my eyes on. RIP. JOEsus loves you.,charlies angel star farrah fawcett passed away one prettiest blondes ' ever landed eyes . rip . joesus loves .,charlies angel star farrah fawcett pass away one prettiest blonde ' ever land eye . rip . joesus love .,charlies angel star farrah fawcett prettiest blonde eye joesus,,pass land rip love,charlies angel star farrah fawcett prettiest blonde eye joesus pass land rip love,20.0
0,2328605146,Thu Jun 25 09:46:54 PDT 2009,NO_QUERY,rscourtney,Goodbye Farrah dear  ,Goodbye Farrah dear  ,goodbye farrah dear,goodbye farrah dear,goodbye farrah dear,,,goodbye farrah dear,3.0
0,2328605183,Thu Jun 25 09:46:54 PDT 2009,NO_QUERY,santina113,rt@ PerezHiltonR.I.P. Farrah Fawcett http://bit.ly/DVCgs The beloved angel has passed away.  less than a minute ago from web,rt@ PerezHiltonR.I.P. Farrah Fawcett  The beloved angel has passed away.  less than a minute ago from web,rt perezhiltonri . p . farrah fawcett beloved angel passed away . less minute ago web,rt perezhiltonri . p . farrah fawcett beloved angel pass away . less minute ago web,rt perezhiltonri p farrah fawcett angel minute web,beloved less,pass,rt perezhiltonri p farrah fawcett angel minute web beloved less pass,16.0
0,2328605813,Thu Jun 25 09:46:57 PDT 2009,NO_QUERY,maisy98,thats a shame ,thats a shame ,thats shame,that s shame,shame,,s,shame s,3.0
0,2328605818,Thu Jun 25 09:46:57 PDT 2009,NO_QUERY,boochunga,it's hard to be artistically inspired in ND   my fashion line looks  more like a costume wardrob for little house on the prairie,it's hard to be artistically inspired in ND   my fashion line looks  more like a costume wardrob for little house on the prairie,hard artistically inspired nd fashion line looks like costume wardrob little house prairie,hard artistically inspire nd fashion line look like costume wardrob little house prairie,hard nd fashion line costume wardrob little house prairie,,inspire look,hard nd fashion line costume wardrob little house prairie inspire look,13.0
0,2328605902,Thu Jun 25 09:46:57 PDT 2009,NO_QUERY,Wilhelminaaah,"if anyone asks, no I'm not okay and I am currently feeling every negative emotion except anger. Maybe anger a little. ","if anyone asks, no I'm not okay and I am currently feeling every negative emotion except anger. Maybe anger a little. ",anyone asks im okay currently feeling every negative emotion except anger . maybe anger little .,anyone ask -PRON- be okay currently feel every negative emotion except anger . maybe anger little .,emotion anger anger,negative little,ask be feel,emotion anger anger negative little ask be feel,17.0
0,2328606033,Thu Jun 25 09:46:58 PDT 2009,NO_QUERY,eybiay,brewrat's illiterate guy died of bacterial meningitis. i was a fan of that radio show then. ,brewrat's illiterate guy died of bacterial meningitis. i was a fan of that radio show then. ,brewrats illiterate guy died bacterial meningitis fan radio show .,brewrat illiterate guy die bacterial meningitis fan radio show .,brewrat guy meningitis fan radio show,illiterate bacterial,die,brewrat guy meningitis fan radio show illiterate bacterial die,10.0
0,2328606326,Thu Jun 25 09:46:59 PDT 2009,NO_QUERY,xoalleybaby,good morning; getting ready for work. then off to worrk. and after that i have softball. even though i can't do anything because my hand ,good morning; getting ready for work. then off to worrk. and after that i have softball. even though i can't do anything because my hand ,good morning getting ready work worrk . softball . even though ' anything hand,good morning get ready work worrk . softball . even though ' anything hand,morning work worrk softball hand,good ready,get,morning work worrk softball hand good ready get,14.0
0,2328606504,Thu Jun 25 09:47:00 PDT 2009,NO_QUERY,CarrieGee,RIP Farrah Fawcett.  Two icons from my youth gone this week. Very sad.,RIP Farrah Fawcett.  Two icons from my youth gone this week. Very sad.,rip farrah fawcett two icons youth gone week sad .,rip farrah fawcett two icon youth go week sad .,farrah fawcett icon youth week,sad,rip go,farrah fawcett icon youth week sad rip go,10.0
0,2328606818,Thu Jun 25 09:47:01 PDT 2009,NO_QUERY,erica223,forgot my facebook and email passwork.. dont know what to do ,forgot my facebook and email passwork.. dont know what to do ,forgot facebook email passwork dont know,forgot facebook email passwork do not know,forgot facebook email passwork,,know,forgot facebook email passwork know,7.0
0,2328606830,Thu Jun 25 09:47:02 PDT 2009,NO_QUERY,ayeletb,@beerwars How sad.  I saw Barbara Walters talking about her this morning , How sad.  I saw Barbara Walters talking about her this morning ,sad saw barbara walters talking morning,sad see barbara walters talk morning,sad barbara walters morning,,see talk,sad barbara walters morning see talk,6.0
0,2328606835,Thu Jun 25 09:47:02 PDT 2009,NO_QUERY,scarlett_love,"Oh, no. Farrah Fawcett has passed away. ","Oh, no. Farrah Fawcett has passed away. ",oh farrah fawcett passed away .,oh farrah fawcett pass away .,farrah fawcett,,pass,farrah fawcett pass,6.0
0,2328607007,Thu Jun 25 09:47:02 PDT 2009,NO_QUERY,Steph0456,@RyanSeacrest Farrah Fawcet dies of cancer at 62. , Farrah Fawcet dies of cancer at . ,farrah fawcet dies cancer,farrah fawcet die cancer,farrah fawcet cancer,,die,farrah fawcet cancer die,4.0
0,2328607010,Thu Jun 25 09:47:02 PDT 2009,NO_QUERY,fifthand56th,So so sad about Farrah Fawcett... My heart goes out to her family!  RIP,So so sad about Farrah Fawcett... My heart goes out to her family!  RIP,sad farrah fawcett . heart goes family ! rip,sad farrah fawcett . heart go family ! rip,farrah fawcett heart family,sad,go,farrah fawcett heart family sad go,9.0
0,2328607040,Thu Jun 25 09:47:02 PDT 2009,NO_QUERY,katchun,"Just read that Farrah Fawcett died.   RIP, Angel.","Just read that Farrah Fawcett died.   RIP, Angel.",read farrah fawcett died rip angel .,read farrah fawcett die rip angel .,farrah fawcett rip angel,,read die,farrah fawcett rip angel read die,7.0
0,2328607077,Thu Jun 25 09:47:03 PDT 2009,NO_QUERY,bob_brunson,Goodbye Farrah...God Speed... ,Goodbye Farrah...God Speed... ,goodbye farrah . god speed ...,goodbye farrah . god speed ...,goodbye farrah god speed,,,goodbye farrah god speed,6.0
0,2328607352,Thu Jun 25 09:47:04 PDT 2009,NO_QUERY,ducksfromheaven,i dont want to become a fat duck!! ,i dont want to become a fat duck!! ,dont want become fat duck,do not want become fat duck,duck,fat,want become,duck fat want become,6.0
0,2328607354,Thu Jun 25 09:47:04 PDT 2009,NO_QUERY,dpena,"RIP Farrah, you were a true Angel.  ","RIP Farrah, you were a true Angel.  ",rip farrah true angel,rip farrah true angel,angel,farrah true,rip,angel farrah true rip,4.0
0,2328607404,Thu Jun 25 09:47:04 PDT 2009,NO_QUERY,KyonaCook,why do i find out all the latest celeb deaths through Paris Hiltons Twitter?!?! lol R.I.P Farrah Fawcett ,why do i find out all the latest celeb deaths through Paris Hiltons Twitter?!?! lol R.I.P Farrah Fawcett ,find latest celeb deaths paris hiltons twitter ?! lol r . . p farrah fawcett,find late celeb death paris hilton twitter ? ! lol r . . p farrah fawcett,death paris hilton twitter r farrah fawcett,late celeb,find,death paris hilton twitter r farrah fawcett late celeb find,16.0
0,2328607653,Thu Jun 25 09:47:05 PDT 2009,NO_QUERY,josiemus_prime,@madpierrot  dead pete though,  dead pete though,dead pete though,dead pete though,pete,dead,,pete dead,3.0
0,2328607940,Thu Jun 25 09:47:06 PDT 2009,NO_QUERY,mona_tweets,"BULLETIN -- ACTRESS FARRAH FAUCETT HAS DIED. (via @BreakingNews) Well, crap. ","BULLETIN -- ACTRESS FARRAH FAUCETT HAS DIED. (via  Well, crap. ","bulletin actress farrah faucett died . ( via well , crap .","bulletin actress farrah faucett die . ( via well , crap .",bulletin actress farrah faucett crap,,die,bulletin actress farrah faucett crap die,12.0
0,2328608504,Thu Jun 25 09:47:08 PDT 2009,NO_QUERY,littlestn,@AmberMunster so sorry to hear. , so sorry to hear. ,sorry hear,sorry hear,,,hear,hear,2.0
0,2328608533,Thu Jun 25 09:47:08 PDT 2009,NO_QUERY,emmaalee,"@MrsJasperHale08 LUCKY! I want to go so bad! I'm trying to have my family go soon, so far no luck "," LUCKY! I want to go so bad! I'm trying to have my family go soon, so far no luck ","lucky want go bad ' trying family go soon , far luck","lucky want go bad ' try family go soon , far luck",lucky family luck,bad,want go try go,lucky family luck bad want go try go,12.0
0,2328608581,Thu Jun 25 09:47:09 PDT 2009,NO_QUERY,LISLISBAM,Aw man Bob just died on home and away ,Aw man Bob just died on home and away ,aw man bob died home away,aw man bob die home away,man bob,,die,man bob die,6.0
0,2328608628,Thu Jun 25 09:47:09 PDT 2009,NO_QUERY,emmalouisewood,nervous about flying tomorrow! ,nervous about flying tomorrow! ,nervous flying tomorrow,nervous fly tomorrow,tomorrow,nervous,fly,tomorrow nervous fly,3.0
0,2328609065,Thu Jun 25 09:47:11 PDT 2009,NO_QUERY,GodFirst08,@ktbeeper I'm sorry.  You never told me what the &quot;that's what she said&quot; comment was at the meeting yesterday!, I'm sorry.  You never told me what the &quot;that's what she said&quot; comment was at the meeting yesterday!,im sorry never told & quot ; ' said & quot ; comment meeting yesterday !,-PRON- be sorry never tell & quot ; ' say & quot ; comment meeting yesterday !,quot quot comment meeting yesterday,,be tell say,quot quot comment meeting yesterday be tell say,17.0
0,2328609229,Thu Jun 25 09:47:11 PDT 2009,NO_QUERY,trussey,"Got an exciting event planned for Cornwall College Saltash, shame I won't be there to see it through ","Got an exciting event planned for Cornwall College Saltash, shame I won't be there to see it through ",got exciting event planned cornwall college saltash shame wont see,get exciting event plan cornwall college saltash shame will not see,event cornwall college saltash shame,exciting,get plan will see,event cornwall college saltash shame exciting get plan will see,11.0
0,2328609558,Thu Jun 25 09:47:13 PDT 2009,NO_QUERY,caliixlovin,@PerezHilton prayers to her family during this hard time ! , prayers to her family during this hard time ! ,prayers family hard time,prayer family hard time,prayer family time,hard,,prayer family time hard,4.0
0,2328610141,Thu Jun 25 09:47:15 PDT 2009,NO_QUERY,MasterCrow,Ummmm...  Farrah Fawcett has passed away?  Wow  RIP ,Ummmm...  Farrah Fawcett has passed away?  Wow  RIP ,ummmm . farrah fawcett passed away ? wow rip,ummmm . farrah fawcett pass away ? wow rip,ummmm farrah fawcett,,pass rip,ummmm farrah fawcett pass rip,9.0
0,2328610224,Thu Jun 25 09:47:16 PDT 2009,NO_QUERY,charibel_7,school is out  ,school is out  ,school,school,school,,,school,1.0
0,2328610257,Thu Jun 25 09:47:17 PDT 2009,NO_QUERY,Kimzay,Very sad to hear about Farrah Fawcett.  ,Very sad to hear about Farrah Fawcett.  ,sad hear farrah fawcett,sad hear farrah fawcett,sad farrah fawcett,,hear,sad farrah fawcett hear,4.0
0,2328610292,Thu Jun 25 09:47:16 PDT 2009,NO_QUERY,Jeeverz,Still hasn't been to the zoo ,Still hasn't been to the zoo ,still hasnt zoo,still have not zoo,zoo,,,zoo,4.0
0,2328610750,Thu Jun 25 09:47:18 PDT 2009,NO_QUERY,tatijohnson,Got a parking ticket! Ugh so annoying ,Got a parking ticket! Ugh so annoying ,got parking ticket ugh annoying,get parking ticket ugh annoying,parking ticket ugh,annoying,get,parking ticket ugh annoying get,5.0
0,2328610773,Thu Jun 25 09:47:18 PDT 2009,NO_QUERY,channsixty9,dying without being able to read breaking dawn ,dying without being able to read breaking dawn ,dying without able read breaking dawn,die without able read break dawn,read dawn,able,die break,read dawn able die break,6.0
0,2328610844,Thu Jun 25 09:47:18 PDT 2009,NO_QUERY,Shadowhand,@ericboehs Man I can't even remember the last time I had a $100 dollar bill. Just $1s and $5s over here. , Man I can't even remember the last time I had a $ dollar bill. Just $s and $s over here. ,man cant even remember last time dollar bill . $ $ .,man can not even remember last time dollar bill . $ $ .,man time dollar bill,last,can remember,man time dollar bill last can remember,13.0
0,2328610908,Thu Jun 25 09:47:19 PDT 2009,NO_QUERY,K_night4me,@MiraSmits I've lived here my whole life and still scream every time ahhhhh!!! DC traffuck bites the big one! Missed the river pic , I've lived here my whole life and still scream every time ahhhhh!!! DC traffuck bites the big one! Missed the river pic ,ive lived whole life still scream every time ahhhhh !! dc traffuck bites big one ! missed river pic,-PRON- have live whole life still scream every time ahhhhh ! ! dc traffuck bite big one ! miss river pic,life time ahhhhh dc traffuck river pic,whole big,have live scream bite miss,life time ahhhhh dc traffuck river pic whole big have live scream bite miss,21.0
0,2328611077,Thu Jun 25 09:47:19 PDT 2009,NO_QUERY,TomboyTigress,@yurhighness What's your blogalicious deliciousness address? I read your first post (awesome btw)...but I didn't save the addy. , What's your blogalicious deliciousness address? I read your first post (awesome btw)...but I didn't save the addy. ,whats blogalicious deliciousness address read first post ( awesome btw )... ' save addy .,what s blogalicious deliciousness address read first post ( awesome btw ) ... ' save addy .,address post addy,blogalicious deliciousness awesome btw,s read save,address post addy blogalicious deliciousness awesome btw s read save,17.0
0,2328611148,Thu Jun 25 09:47:20 PDT 2009,NO_QUERY,dilemmarama,"No, my london lass didn't call ","No, my london lass didn't call ",london lass didnt call,london lass do not call,london lass,,call,london lass call,5.0
0,2328611283,Thu Jun 25 09:47:20 PDT 2009,NO_QUERY,MollyInThePool,Where did the sun go? It's overcast and gloomy ,Where did the sun go? It's overcast and gloomy ,sun go overcast gloomy,sun go overcast gloomy,sun overcast gloomy,,go,sun overcast gloomy go,4.0
0,2328611383,Thu Jun 25 09:47:21 PDT 2009,NO_QUERY,BethDanielle,"wow..I beat @PerezHilton, @HarveyLevinTMZ and @hollywoodtv with the Farrah Fawcett news. those celeb news sites gotta step it up! ",wow..I beat   and  with the Farrah Fawcett news. those celeb news sites gotta step it up! ,wowi beat farrah fawcett news . celeb news sites gotta step !,wowi beat farrah fawcett news . celeb news site get to step !,wowi farrah fawcett news news site,celeb,beat get step,wowi farrah fawcett news news site celeb beat get step,13.0
0,2328611493,Thu Jun 25 09:47:21 PDT 2009,NO_QUERY,xxleahtwilightx,is happy because teacher was on strike so no school phahahah    but has 2 go 2morro   ,is happy because teacher was on strike so no school phahahah    but has  go morro   ,happy teacher strike school phahahah go morro,happy teacher strike school phahahah go morro,teacher strike school phahahah morro,happy,go,teacher strike school phahahah morro happy go,7.0
